name,final_price,mrp,discount,rating,categories,manufacturer,image_url,product_url
Himalaya Gasex Tablet 100's,₹166.25,₹175.00,5% OFF,5.0,"Ayush, Ayurvedic",Mkt: Himalaya Wellness Company,https://www.netmeds.com/images/product-v1/150x150/331497/himalaya_gasex_tablet_100_s_0.jpg,https://www.netmeds.com/non-prescriptions/gasex-tablet-100-s
Amrith Noni Artho Plus Liquid 750 ml,₹1462.00,₹1700.00,14% OFF,5.0,"Ayush, Ayurvedic",Mkt: Om Sree Marketing Solutions Private Limited,https://www.netmeds.com/images/product-v1/150x150/1041324/amrith_noni_artho_plus_liquid_750_ml_400882_0_3.jpg,https://www.netmeds.com/non-prescriptions/amrith-noni-artho-plus-750-ml
SBL Stobal Cough Syrup 500 ml,₹315.00,₹315.00,0% OFF,5.0,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/859456/sbl_stobal_cough_syrup_500_ml_0_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-stobal-cough-syrup-500-ml
Dr. Reckeweg R65 Psoriasin 22 ml,₹265.05,₹285.00,7% OFF,5.0,"Ayush, Homeopathy",Mkt: Dr. Roshanlal Aggarwal & Sons P. Ltd,https://www.netmeds.com/images/product-v1/150x150/826083/dr_reckeweg_r65_psoriasin_22_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dr-reckeweg-r65-psoriasin-22ml
SBL Cineraria Maritima 10% Eye Drops 10 ml,₹108.68,₹135.00,20% OFF,5.0,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/856792/sbl_cineraria_maritima_10_eye_drops_10_ml_0_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-cineraria-maritima-10-eye-drops-10-ml
Himalaya Confido Tablet 60's,₹178.60,₹190.00,6% OFF,5.0,"Ayush, Ayurvedic",Mkt: Himalaya Wellness Company,https://www.netmeds.com/images/product-v1/150x150/303384/confido_tablet_60_s_0.jpg,https://www.netmeds.com/non-prescriptions/confido-tablet-60-s
SBL Homeocal Tablet 25 gm,₹121.28,₹165.00,27% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/821956/sbl_homeocal_tablet_25_gm_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-homeocal-tablets-25gm
SBL Belladonna 30 Liquid 30 ml,₹103.07,₹110.00,6% OFF,4.0,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/850470/sbl_belladonna_30_liquid_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-belladonna-30-30ml
Himalaya Septilin Tablet 60's,₹213.40,₹220.00,3% OFF,Not rated,"Ayush, Ayurvedic",Mkt: Himalaya Wellness Company,https://www.netmeds.com/images/product-v1/150x150/359873/septilin_tablet_60_s_0.jpg,https://www.netmeds.com/non-prescriptions/septilin-tablet-60-s
SBL Bio-Combination 6 Tablet 25 gm,₹74.40,₹120.00,38% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/850320/sbl_bio_combination_6_tablet_25_gm_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-bio-combination-no-6-25gm
SBL Bio-Combination 21 Tablet 25 gm,₹92.23,₹115.00,20% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/850335/sbl_bio_combination_21_tablet_25_gm_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-bio-combination-no-21-25gm
Himalaya Wellness Guduchi Tablet 60's,₹232.80,₹240.00,3% OFF,Not rated,"Ayush, Ayurvedic",Mkt: Himalaya Wellness Company,https://www.netmeds.com/images/product-v1/150x150/368578/himalaya_wellness_guduchi_tablet_60s_0_0.jpg,https://www.netmeds.com/non-prescriptions/himalaya-guduchi-tablet-60-s
SBL Thyroidinum 3X Tablet 25 gm,₹186.20,₹190.00,2% OFF,5.0,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/850730/sbl_thyroidinum_3x_tablet_25_gm_422214_0_2.jpg,https://www.netmeds.com/non-prescriptions/sbl-thyroidinum-3x-25gm
Dr. Reckeweg R11 Lumbagin Drops 22 ml,₹237.98,₹285.00,17% OFF,Not rated,"Ayush, Homeopathy",Mkt: Dr. Roshanlal Aggarwal & Sons P. Ltd,https://www.netmeds.com/images/product-v1/150x150/826134/dr_reckeweg_r11_lumbagin_drops_22_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dr-reckeweg-r11-lumbagin-22ml
SBL Sulphur 200 Liquid 30 ml,₹111.02,₹130.00,15% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/850008/sbl_sulphur_200_liquid_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-sulphur-200-30ml
SBL FP Tablet 25 gm,₹114.68,₹165.00,31% OFF,5.0,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/822963/sbl_fp_tablet_25_gm_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-fp-tabs-25-gm
Dr. Willmar Schwabe B&T Arnica Shampoo 250 ml,₹170.40,₹200.00,15% OFF,5.0,"Ayush, Homeopathy",Mkt: Dr. Willmar Schwabe India Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/835930/dr_willmar_schwabe_b_t_arnica_shampoo_250_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dr-willmar-schwabe-b-t-arnica-shampoo-250-ml
SBL Alfalfa Malt 450 gm,₹362.60,₹370.00,2% OFF,5.0,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/849225/sbl_alfalfa_malt_450_gm_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-alfalfa-malt-450-gm
Adel 4 Apo-Rheum Drops 20 ml,₹310.00,₹310.00,0% OFF,Not rated,"Ayush, Homeopathy",Mkt: Adelmar Pharma GMBH,https://www.netmeds.com/images/product-v1/150x150/846908/adel_4_apo_rheum_drops_20_ml_0.jpg,https://www.netmeds.com/non-prescriptions/adel-4-apo-rheum-20-ml
SBL Bryonia Alba 200 Liquid 30 ml,₹105.00,₹120.00,13% OFF,5.0,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/849587/sbl_bryonia_alba_200_liquid_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-bryonia-alba-200-30ml
SBL Arnica Montana Herbal Shampoo 200 ml,₹171.36,₹180.00,5% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/850940/sbl_arnica_montana_herbal_shampoo_200_ml_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-arnica-montana-herbal-shampoo-200-ml
SBL Bryonia Alba 30 Liquid 30 ml,₹67.73,₹105.00,36% OFF,5.0,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/849348/sbl_bryonia_alba_30_liquid_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-bryonia-alba-30-30ml
Hamdard Sualin Tab 60's,₹69.00,₹75.00,8% OFF,5.0,"Ayush, Unani",Mkt: Hamdard Laboratories India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/834537/hamdard_sualin_tab_60_s_0.jpg,https://www.netmeds.com/non-prescriptions/hamdard-sualin-tab-60-s
Galact Granules - Elaichi Flavour 200gm,₹391.53,₹421.00,7% OFF,4.8,"Ayush, Ayurvedic",Mkt: Emcure Pharmaceuticals Ltd,https://www.netmeds.com/images/product-v1/150x150/390287/galact_granules_elaichi_flavour_200gm_46816_0_1.jpg,https://www.netmeds.com/non-prescriptions/galact-granules-200gm
Vasu Ural - BPH Capsule 10's,₹78.40,₹80.00,2% OFF,Not rated,"Ayush, Ayurvedic",Mkt: Vasu Healthcare Pvt. Ltd,https://www.netmeds.com/images/product-v1/150x150/1035413/vasu_ural_bph_capsules_10s_10s_0_0.jpg,https://www.netmeds.com/non-prescriptions/vasu-ural-bph-capsules-10s-10s
Dr. Willmar Schwabe B&T Glow and Fairness Soap 75 gm,₹44.60,₹50.00,11% OFF,5.0,"Ayush, Homeopathy",Mkt: Dr. Willmar Schwabe India Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/835934/dr_willmar_schwabe_b_t_glow_and_fairness_soap_75_gm_0.jpg,https://www.netmeds.com/non-prescriptions/dr-willmar-schwabe-b-t-glow-and-fairness-soap-soap-75-gms
Cresvin Beta Capsule 10's,₹94.32,₹131.00,28% OFF,Not rated,"Ayush, Ayurvedic",Mkt: Apex Laboratories Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/1044178/cresvin_beta_capsule_10s_410721_0_2.jpg,https://www.netmeds.com/non-prescriptions/cresvin-beta-capsule-10s
Dr. Reckeweg R49 Rhinopulsan Drops 22 ml,₹237.98,₹285.00,17% OFF,5.0,"Ayush, Homeopathy",Mkt: Dr. Roshanlal Aggarwal & Sons P. Ltd,https://www.netmeds.com/images/product-v1/150x150/826098/dr_reckeweg_r49_rhinopulsan_drops_22_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dr-reckeweg-r49-rhinopulsan-22ml
SBL Five Phos Tablet 25 gm,₹81.08,₹115.00,30% OFF,5.0,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/850504/sbl_five_phos_tablet_25_gm_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-five-phos-25g
SBL Arnica Montana 30 Liquid 30 ml,₹79.28,₹105.00,25% OFF,5.0,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/849274/sbl_arnica_montana_30_liquid_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-arnica-montana-30-30ml
Adel 9 Cri-Regen Drops 20 ml,₹303.18,₹310.00,2% OFF,4.8,"Ayush, Homeopathy",Mkt: Adelmar Pharma GMBH,https://www.netmeds.com/images/product-v1/150x150/846913/adel_9_cri_regen_drops_20_ml_0.jpg,https://www.netmeds.com/non-prescriptions/adel-9-cri-regen-20-ml
Dr. Willmar Schwabe Alpha - Liver Tonic 500 ml,₹333.00,₹370.00,10% OFF,5.0,"Ayush, Homeopathy",Mkt: Dr. Willmar Schwabe India Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/835915/dr_willmar_schwabe_alpha_liver_tonic_500_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dr-willmar-schwabe-alpha-liver-tonic-500-ml
Himalaya Cystone Tablet 60's,₹173.90,₹185.00,6% OFF,5.0,"Ayush, Ayurvedic",Mkt: Himalaya Wellness Company,https://www.netmeds.com/images/product-v1/150x150/314574/cystone_tablet_60_s_0.jpg,https://www.netmeds.com/non-prescriptions/cystone-tablet-60-s
Bhargava Spondin Drop 30 ml,₹169.05,₹210.00,20% OFF,Not rated,"Ayush, Homeopathy",Mkt: Bhargava Phytolab Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/1090490/bhargava_spondin_drop_30_ml_567021_0_0.jpg,https://www.netmeds.com/non-prescriptions/bhargava-spondin-drop-30-ml
SBL Calendula Cream 25 g,₹64.13,₹75.00,15% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/850751/sbl_calendula_ointment_25_gm_0_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-calendula-ointment-25-g
SBL Cineraria Maritima Euphrasia Eye Drops 10 ml,₹100.63,₹125.00,20% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/821935/sbl_cineraria_maritima_euphrasia_eye_drops_10_ml_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-cineraria-maritima-euphrasia-eye-drops-10ml
Zandu Trishun Tablet 6's,₹38.00,₹38.00,0% OFF,Not rated,"Ayush, Ayurvedic",Mkt: Emami Ltd,https://www.netmeds.com/images/product-v1/150x150/958277/zandu_trishun_tablet_6s_210962_0_1.jpg,https://www.netmeds.com/non-prescriptions/zandu-trishun-tablet-6s
SBL Nixocid Tablets 25 gm,₹114.68,₹165.00,31% OFF,5.0,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/821932/sbl_nixocid_tablets_25_gm_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-nixocid-tablets-25gm
Hamdard Safi Syrup 100 ml,₹62.56,₹68.00,8% OFF,4.5,"Ayush, Unani",Mkt: Hamdard Laboratories India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/834545/hamdard_safi_syrup_100_ml_0.jpg,https://www.netmeds.com/non-prescriptions/hamdard-safi-100-ml
Dr.Juneja's Petsaffa Natural Laxative Granules 200 gm,₹165.60,₹180.00,8% OFF,5.0,"Ayush, Ayurvedic",Mkt: Divisa Herbals Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/979744/dr_junejas_petsaffa_natural_laxative_granules_200_gm_0_0.jpg,https://www.netmeds.com/non-prescriptions/pet-saffa-natural-laxative-granules-200-gm
Dr.Willmar Schwabe Berberis Aquifolium Ø Liquid 30 ml,₹209.72,₹245.00,14% OFF,5.0,"Ayush, Homeopathy",Mkt: Dr. Willmar Schwabe India Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/855808/dr_willmar_schwabe_berberis_aquifolium_q_liquid_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dr-willmar-schwabe-berberis-aquifolium-q-liquid-30-ml
Wanto Lact Capsule 10'S,₹141.51,₹159.00,11% OFF,Not rated,"Ayush, Ayurvedic",Mkt: Ozone Ayurvedics,https://www.netmeds.com/images/product-v1/150x150/825581/wanto_lact_capsule_10_s_0.jpg,https://www.netmeds.com/non-prescriptions/wanto-lact-capsule-10-s
SBL Thuja Occidentalis 200 Liquid 30 ml,₹83.85,₹130.00,36% OFF,5.0,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/850019/sbl_thuja_occidentalis_200_liquid_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-thuja-occidentalis-200-30ml
New Life Bach Flower Rescue Remedy 30 30 ML,₹88.13,₹125.00,30% OFF,Not rated,"Ayush, Homeopathy",Mkt: New Life Laboratories Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/832294/new_life_bach_flower_rescue_remedy_30_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/new-life-bach-flower-rescue-remedy-30-30-ml
SBL Arnica Gel 25 gm,₹61.88,₹75.00,18% OFF,5.0,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/850746/sbl_arnica_gel_25_gm_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-arnica-gel-25-g
SBL Belladonna 200 Liquid 30 ml,₹111.00,₹120.00,8% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/849575/sbl_belladonna_200_liquid_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-belladonna-200-30ml
Vigomax Forte Tablet 20'S,₹218.05,₹245.00,11% OFF,4.0,"Ayush, Ayurvedic",Mkt: Charak Pharma Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/15771/vigomax_forte_tablet_20s_0_0.jpg,https://www.netmeds.com/non-prescriptions/vigomax-forte-tablet-20-s
Dr. Reckeweg Yohimbinum 3X Tablet 20 gm,₹252.71,₹255.00,1% OFF,Not rated,"Ayush, Homeopathy",Mkt: Dr. Roshanlal Aggarwal & Sons P. Ltd,https://www.netmeds.com/images/product-v1/150x150/843254/dr_reckeweg_yohimbinum_3x_tablet_20_gm_0.jpg,https://www.netmeds.com/non-prescriptions/dr-reckeweg-yohimbinum-3x-20gm
SBL Lycopodium Clavatum 200 Liquid 30 ml,₹77.40,₹120.00,36% OFF,5.0,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/849666/sbl_lycopodium_clavatum_200_liquid_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-lycopodium-clavatum-200-30ml
SBL Lycopodium Clavatum 30 Liquid 30 ml,₹67.73,₹105.00,36% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/849479/sbl_lycopodium_clavatum_30_liquid_30_ml_421869_0_2.jpg,https://www.netmeds.com/non-prescriptions/sbl-lycopodium-clavatum-30-30ml
Dr. Willmar Schwabe Gastrobin Drops 20 ml,₹173.65,₹230.00,25% OFF,Not rated,"Ayush, Homeopathy",Mkt: Dr. Willmar Schwabe India Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/1091428/dr_willmar_schwabe_gastrobin_drops_20_ml_567127_0_0.jpg,https://www.netmeds.com/non-prescriptions/dr-willmar-schwabe-gastrobin-drops-20-ml
Adel 28 Plevent Drops 20 ml,₹258.85,₹310.00,17% OFF,5.0,"Ayush, Homeopathy",Mkt: Adelmar Pharma GMBH,https://www.netmeds.com/images/product-v1/150x150/846932/adel_28_plevent_drops_20_ml_0.jpg,https://www.netmeds.com/non-prescriptions/adel-28-plevent-20-ml
SBL Berberis Vulgaris Q Liquid 30 ml,₹100.10,₹110.00,9% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/1101546/sbl_berberis_vulgaris_q_liquid_30_ml_751995_0_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-berberis-vulgaris-q-liquid-30-ml
Dr. Reckeweg R16 Cimisan Drops 22 ml,₹237.98,₹285.00,17% OFF,Not rated,"Ayush, Homeopathy",Mkt: Dr. Roshanlal Aggarwal & Sons P. Ltd,https://www.netmeds.com/images/product-v1/150x150/826130/dr_reckeweg_r16_cimisan_drops_22_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dr-reckeweg-r16-cimisan-22ml
SBL Bio-Combination 25 Tablet 25 gm,₹74.18,₹115.00,36% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/850339/sbl_bio_combination_25_tablet_25_gm_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-bio-combination-no-25-25gm
Adel 39 Apo-Sciatica Drops 20 ml,₹258.85,₹310.00,17% OFF,5.0,"Ayush, Homeopathy",Mkt: Adelmar Pharma GMBH,https://www.netmeds.com/images/product-v1/150x150/846940/adel_39_apo_sciatica_drops_20_ml_0.jpg,https://www.netmeds.com/non-prescriptions/adel-39-apo-sciatica-20-ml
Dr. Reckeweg Kali Phosphoricum 6X Tablet 20 gm,₹168.00,₹200.00,16% OFF,5.0,"Ayush, Homeopathy",Mkt: Dr. Roshanlal Aggarwal & Sons P. Ltd,https://www.netmeds.com/images/product-v1/150x150/826183/dr_reckeweg_kali_phosphoricum_6x_tablet_20_gm_0.jpg,https://www.netmeds.com/non-prescriptions/dr-reckeweg-kali-phosphoricum-6x-20gm
SBL Magnesia Phosphoricum 6X Tablet 25 gm,₹76.02,₹115.00,34% OFF,5.0,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/850512/sbl_magnesia_phosphoricum_6x_tablet_25_gm_422157_0_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-magnesia-phosphoricum-6x-25g
New Life NL-3 Blood Cholestrol Drops 30 ml,₹114.72,₹160.00,28% OFF,5.0,"Ayush, Homeopathy",Mkt: New Life Laboratories Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/832286/new_life_nl_3_blood_cholestrol_drops_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/new-life-nl-3-blood-cholestrol-drops-30-ml
Himalaya Mentat Tablet 60's,₹188.00,₹200.00,6% OFF,5.0,"Ayush, Ayurvedic",Mkt: Himalaya Wellness Company,https://www.netmeds.com/images/product-v1/150x150/350090/mentat_tablet_60_s_0.jpg,https://www.netmeds.com/non-prescriptions/mentat-tablet-60-s
SBL Carbo Vegetabilis 30 Liquid 30 ml,₹70.95,₹110.00,36% OFF,5.0,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/849367/sbl_carbo_vegetabilis_30_liquid_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-carbo-vegetabilis-30-30ml
Organic India Tulsi Green Tea Bags - Classic 25's,₹186.84,₹215.00,13% OFF,5.0,"Ayush, Ayurvedic",Mkt: Organic India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/412375/organic_india_tulsi_green_tea_bags_classic_25s_0_1.jpg,https://www.netmeds.com/non-prescriptions/deindex-from-search-organic-india-tulsi-green-tea-classic-25-s
Himalaya Wellness Tagara Tablet 60's,₹261.90,₹270.00,3% OFF,Not rated,"Ayush, Ayurvedic",Mkt: Himalaya Wellness Company,https://www.netmeds.com/images/product-v1/150x150/407913/himalaya_wellness_tagara_sleep_wellness_tablet_60_s_0.jpg,https://www.netmeds.com/non-prescriptions/tagara-tablet-60-s
SBL Tonicard Gold Drops 30 ml,₹151.58,₹215.00,30% OFF,5.0,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/821946/sbl_tonicard_gold_drops_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-tonicard-gold-drops-30ml
Dr. Willmar Schwabe Dizester Herbal Digestive Tonic (Sugar Free) 500 ml,₹387.00,₹430.00,10% OFF,5.0,"Ayush, Homeopathy",Mkt: Dr. Willmar Schwabe India Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/835964/dr_willmar_schwabe_dizester_tonic_500_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dr-willmar-schwabe-dizester-tonic-500-ml
SBL Aconitum Napellus 30 Liquid 30 ml,₹70.04,₹105.00,33% OFF,5.0,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/849245/sbl_aconitum_napellus_30_liquid_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-aconitum-napellus-30-30ml
SBL Caladium Seguinum 30 Liquid 30 ml,₹67.73,₹105.00,36% OFF,5.0,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/849352/sbl_caladium_seguinum_30_liquid_30_ml_421861_0_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-caladium-seguinum-30-30ml
SBL Calcarea Fluorica 12X Tablet 25 gm,₹74.18,₹115.00,36% OFF,4.5,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/850517/sbl_calcarea_fluorica_12x_tablet_25_gm_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-calcarea-fluorica-12x-25g
Dr.Willmar Schwabe Oophorinum 3X Tablet 20 gm,₹270.00,₹300.00,10% OFF,5.0,"Ayush, Homeopathy",Mkt: Dr. Willmar Schwabe India Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/928522/dr_willmar_schwabe_oophorinum_3x_tablet_20_gm_0_1.jpg,https://www.netmeds.com/non-prescriptions/dr-willmar-schwabe-oophorinum-3x-tablet-20-gm
SBL Rite-Hite Tablet 25 gm,₹124.58,₹165.00,25% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/821943/sbl_rite_hite_tablet_25_gm_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-rite-hite-tablets-25gm
Himalaya Punarnava Tablets 60's,₹286.15,₹295.00,3% OFF,Not rated,"Ayush, Ayurvedic",Mkt: Himalaya Wellness Company,https://www.netmeds.com/images/product-v1/150x150/411167/himalaya_punarnava_tablets_60_s_0.jpg,https://www.netmeds.com/non-prescriptions/punarnava-tablets-60-s
Dr. Willmar Schwabe Biofungin Syrup 250 ml,₹837.54,₹940.00,11% OFF,Not rated,"Ayush, Homeopathy",Mkt: Dr. Willmar Schwabe India Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/1091422/dr_willmar_schwabe_biofungin_syrup_250_ml_567122_0_1.jpg,https://www.netmeds.com/non-prescriptions/dr-willmar-schwabe-biofungin-syrup-250-ml
SBL FP Ointment 25 gm,₹66.00,₹80.00,18% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/850762/sbl_fp_200_ointment_25_gm_530356_0_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-fp-200-ointment-25-g
Adel 51 Psy-Stabil Drops 20 ml,₹246.45,₹310.00,21% OFF,5.0,"Ayush, Homeopathy",Mkt: Adelmar Pharma GMBH,https://www.netmeds.com/images/product-v1/150x150/846946/adel_51_psy_stabil_drops_20_ml_0.jpg,https://www.netmeds.com/non-prescriptions/adel-51-psy-stabil-20-ml
SBL Rhus Toxicodendron 30 Liquid 30 ml,₹69.41,₹105.00,34% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/850476/sbl_rhus_toxicodendron_30_liquid_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-rhus-toxicodendron-30-30ml
SBL Ferrum Sip Syrup 500 ml,₹360.80,₹440.00,18% OFF,Not rated,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/849165/sbl_ferrum_sip_syrup_500_ml_0_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-ferrum-sip-500ml
SBL Arsenicum Album 30 Liquid 30 ml,₹72.05,₹110.00,35% OFF,5.0,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/849275/sbl_arsenicum_album_30_liquid_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-arsenicum-album-30-30ml
Adel 6 Apo-Strum Drops 20 ml,₹258.85,₹310.00,17% OFF,Not rated,"Ayush, Homeopathy",Mkt: Adelmar Pharma GMBH,https://www.netmeds.com/images/product-v1/150x150/846910/adel_6_apo_strum_drops_20_ml_0.jpg,https://www.netmeds.com/non-prescriptions/adel-6-apo-strum-20-ml
Fourrts Rubor Gel 30 gm,₹95.15,₹110.00,14% OFF,5.0,"Ayush, Homeopathy",Mkt: Fourrts India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/977501/fourrts_rubor_gel_30_gm_0_0.jpg,https://www.netmeds.com/non-prescriptions/fourrts-rubor-gel-30-gm
Hamdard Safi Syrup 500 ml,₹218.04,₹230.00,5% OFF,5.0,"Ayush, Unani",Mkt: Hamdard Laboratories India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/316749/hamdard_safi_syrup_500_ml_39072_0_1.jpg,https://www.netmeds.com/non-prescriptions/safi-syrup-500ml
SBL Drops No.3 for Urinary Tract Infection 30 ml,₹139.68,₹185.00,25% OFF,5.0,"Ayush, Homeopathy",Mkt: SBL Pvt. Ltd.,https://www.netmeds.com/images/product-v1/150x150/821959/sbl_drops_no_3_for_urinary_tract_infection_30_ml_0.jpg,https://www.netmeds.com/non-prescriptions/sbl-drops-no-3-for-urinary-tract-infection-30ml
